"Serial2","F05_01","F05_01.ENG","F05_02","F05_02.ENG","F05_03","F05_04","F12","F13","F15","F15.ENG","F16","F16.ENG","F17","F20","F21","F30","F30.ENG","F31_01","F31_01_ENG","F31_02","F31_02_ENG","F31_03","F31_03_ENG","F31_04","F31_04_ENG","F31_05","F31_05_ENG","F31_06","F31_06_ENG","F31_07","F31_07_ENG","F31_08","F31_08_ENG","F31_09","F32","F33","hFerienDauer","hGruppePersonen","F80","F80_a05","F81_01","F81_02","F81_03","F81_04","F81_05","F81_06","F81_Total","F82_01","F82_02","F82_03","F82_04","F82_05","F82_06","F82_07","F82_Total","F83","F85","F105","F105A","F105_Code","F105_Code_nr","F105_OrgCode","F125","F125_ENG","F125_a11","F125_a11.ENG","F130","F130_a07","F135_01","F12_F13_Mittelwert_2Cat_final","leaflet_districts","leaflet_region"
12393,"Asien","Asia","Indien","India","Uttar Pradesh","","10.06.23","21.06.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"7","",12,"7","CHF","",8500,2100,1500,500,800,200,13600,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","Nicht bekannt","",3,"Summer","Nyon","Nyon"
15344,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","California","","20.06.23","18.07.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,6,21,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",29,"2","$","",8320,2459,3338,17988,0,600,32705,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","*****","",3,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
15638,"Südamerika","South America","Brasilien","Brazil","Sao Paulo","","21.07.23","05.08.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",16,"2","CHF","",8300,1350,3000,3300,0,0,15950,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","*****","",5,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
2239,"Asien","Asia","Singapur","Singapore","North East","","02.12.22","15.12.22","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,4,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"5","",14,"5","Andere","SGD",8200,3000,1500,100,500,1000,14300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","****","",3,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
24637,"Europa","Europe","Vereinigtes Königreich","United Kingdom","England","Ealing","26.12.23","30.12.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",5,"4","£","",8100,750,550,200,0,0,9600,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","*****","",5,"Winter","Lausanne","Lausanne"
13443,"Asien","Asia","Indien","India","Uttar Pradesh","","10.06.23","21.06.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"7","",12,"7","CHF","",8100,2100,1800,1000,1000,1000,15000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",3,"Summer","Nyon","Nyon"
20563,"Europa","Europe","Frankreich","France","Auvergne-Rhône-Alpes","","15.09.23","18.09.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"7","",4,"7","€","",8000,500,4500,10000,600,250,23850,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","*****","",4,"Summer","Lausanne","Lausanne"
20692,"Asien","Asia","China","China","Beijing","","25.08.23","11.09.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",18,"4","CHF","",8000,3000,3000,1000,500,500,16000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges (???)","","Morges",295,"Morges Région","Serviced Apartments / Chalets / Villas (Service während Aufenthalt)","Serviced Apartments / Chalets / Villas (service during stay)","","","","",10,"Summer","Morges","Morges"
12953,"Asien","Asia","Indien","India","Uttar Pradesh","","10.06.23","21.07.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"7","",42,"7","CHF","",7600,2100,1500,800,1000,500,13500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Serviced Apartments / Chalets / Villas (Service während Aufenthalt)","Serviced Apartments / Chalets / Villas (service during stay)","","","","",5,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
14502,"Europa","Europe","Deutschland","Germany","Berlin","","13.07.23","17.07.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,21,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"10","",5,"10","CHF","",7500,0,1000,0,0,2000,10500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","*****","",5,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
10798,"Südamerika","South America","Brasilien","Brazil","Santa Catarina","","17.04.23","28.04.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,4,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",12,"3","CHF","",7500,760,750,110,0,0,9120,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Andere","Other","Visita durante o dia","Visit during the day","","",0,"Winter","Lausanne","Lausanne"
13346,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","California","","17.06.23","03.07.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,5,19,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",17,"4","CHF","",7000,3000,3000,900,0,0,13900,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Andere","Other","Day trip","Day trip","","",0,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
14407,"Europa","Europe","Frankreich","France","Île-de-France","","01.07.23","09.07.23","Sommer","Summer","Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz","Round trip through Europe: only one overnight stay in Switzerland",NA,NA,15,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",9,"3","€","",7000,300,550,0,0,100,7950,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","*****","",1,"Summer","Lausanne","Lausanne"
22547,"Europa","Europe","Frankreich","France","Île-de-France","","25.03.23","25.08.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",154,"1","CHF","",7000,1750,2500,200,0,0,11450,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",154,"Summer","Lausanne","Lausanne"
14629,"Europa","Europe","Niederlande","Netherlands","Limburg","","06.07.23","14.07.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,10,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",9,"4","€","",7000,600,2000,0,0,0,9600,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Yverdon-les-Bains","","Yverdon-les-Bains",695,"Yverdon-les-Bains Région","Andere","Other","family","family","","",3,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
13774,"Europa","Europe","Schweiz","Switzerland","Zürich","","01.07.23","20.08.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,20,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",51,"2","CHF","",7000,300,3000,0,500,0,10800,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","L'Abbaye","","L'Abbaye",644,"Vallée de Joux","Hotel / Kurhaus","Hotel / Spa House","","","**","",1,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
13508,"Asien","Asia","Taiwan","Taiwan","Taipei","","02.07.23","09.07.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,3,9,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"10","",8,"10","CHF","",6600,4500,4000,16000,0,0,31100,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Veytaux","","Veytaux",291,"Montreux Riviera","Andere","Other","I stay in Geneva and went to Veytaux for one-day trip.","I stay in Geneva and went to Veytaux for one-day trip.","","",0,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
15162,"Europa","Europe","Schweiz","Switzerland","Zug","","15.07.23","30.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",16,"4","CHF","",6500,200,2500,500,0,500,10200,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Bex","","Bex",670,"Villars-Diablerets-Gryon-Bex","Gemietete Wohnung / Haus","Rented apartment / house","","","","",16,"Summer","Aigle","Aigle"
15943,"Europa","Europe","Frankreich","France","Occitanie","","08.07.23","05.08.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",29,"3","CHF","",6200,0,2000,0,500,0,8700,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Leysin","","Leysin",7,"Aigle-Leysin-Les Mosses","Gemietete Wohnung / Haus","Rented apartment / house","","","","",21,"Summer","Aigle","Aigle"
19013,"Europa","Europe","Vereinigtes Königreich","United Kingdom","England","Lancashire","17.08.23","05.09.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,7,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",20,"3","£","",6000,1500,2000,500,0,2000,12000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",2,"Summer","Lausanne","Lausanne"
3933,"Südamerika","South America","Brasilien","Brazil","Espirito Santo","","11.02.23","23.02.23","Winter","Winter","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,4,15,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",13,"3","CHF","",6000,900,2000,1000,0,800,10700,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","****","",3,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
11170,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","Idaho","","19.05.23","29.05.23","Frühling","Spring","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,5,10,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",11,"4","CHF","",6000,2200,1200,700,0,0,10100,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",2,"Summer","Lausanne","Lausanne"
17197,"Europa","Europe","Frankreich","France","Île-de-France","","16.07.23","16.08.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,15,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",32,"2","€","",6000,0,3500,0,0,2000,11500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",3,"Summer","Lausanne","Lausanne"
